ID;GameCoords;GameFalloffStart;GameFalloffEnd;ContinentID;LightParamsID
296;2432.666015625,-3310.921875,106.52777862548828;258.75;332.1944580078125;1;965,5958,965,5958,3,0,0,0
299;3259.9111328125,-490.0625,63.91666793823242;184.05555725097656;339.1388854980469;1;286,219,286,219,3,0,0,0
302;4770.73974609375,-4910.6005859375,848.8919677734375;175.6425323486328;205.3278350830078;1;876,206,876,206,3,0,0,0
303;5708.88671875,-4870.22265625,805.9722290039062;30.83333396911621;84.47222137451172;1;288,206,424,206,3,0,0,0
304;5603.6640625,-4994.47265625,855.5833129882812;98.47222137451172;153.1666717529297;1;288,206,424,206,3,0,0,0
307;-1901.921875,1896.3046875,40.30555725097656;153.1666717529297;262.5555725097656;1;291,203,5965,5966,3,0,0,0
309;63.916015625,2663.3330078125,-9.69444465637207;218.80555725097656;350.0833435058594;1;294,271,5965,5966,3,0,0,0
310;543.375,584.888916015625,33.2233772277832;140.8731231689453;206.6723175048828;1;865,207,865,207,3,0,0,0
312;2936.02734375,-3251.921875,120.52777862548828;150.2777862548828;177.2777862548828;1;5956,206,5956,206,3,0,0,0
313;2605.1064453125,527.666015625,50.30555725097656;156.11111450195312;262.6111145019531;1;5956,195,5956,195,3,0,0,0
318;0,0,0;0;0;44;297,298,10,11,3,0,0,0
319;0,0,0;0;0;189;299,300,10,11,3,0,0,0
320;0,0,0;0;0;249;301,302,10,11,3,0,0,0
321;0,0,0;0;0;30;303,304,10,304,3,0,0,0
322;3132.0830078125,106.52734375,0;722.0555419921875;1104.9444580078125;37;305,306,10,11,3,0,0,0
323;3132.0830078125,106.52734375,0;722.0555419921875;1104.9444580078125;489;307,308,10,11,3,0,0,0
324;1455.3046875,1477.38671875,267.6111145019531;212.80555725097656;288.3888854980469;489;307,308,10,11,3,0,0,0
325;931.3603515625,1460.38671875,312.6111145019531;214.80555725097656;295.3888854980469;489;309,310,10,11,3,0,0,0
326;0,0,0;0;0;529;311,312,10,11,3,0,0,0
327;945.0546875,945.0546875,0;787.6944580078125;1066.6666259765625;529;313,314,10,11,3,0,0,0
328;3132.0830078125,106.52734375,0;722.0555419921875;1104.9444580078125;129;315,316,10,11,3,0,0,0
329;2133.3330078125,1066.666015625,0;1066.6666259765625;1600;129;317,316,10,11,3,0,0,0
330;0,0,0;0;0;47;318,319,10,11,3,0,0,0
331;-9786.669921875,1573.3330078125,0;640;800;47;318,319,10,11,3,0,0,0
332;-245.333984375,-533.333984375,0;1408;1792;47;318,319,10,11,3,0,0,0
333;0,0,0;0;0;289;320,321,10,11,3,0,0,0
334;-1866.671875,7095.13671875,0;533.3333129882812;800;289;322,323,10,11,3,0,0,0
335;106.52734375,106.52734375,-44.6944465637207;1072.138916015625;1072.138916015625;289;324,325,10,11,3,0,0,0
336;266.666015625,-3872,0;663.9444580078125;1121.0833740234375;33;326,327,10,11,3,0,0,0
337;-63.921875,1981.52734375,0;1247.1666259765625;1333.3333740234375;33;328,329,10,11,3,0,0,0
338;0,0,0;0;0;35;330,331,10,11,3,0,0,0
339;-9786.669921875,1573.3330078125,0;640;800;35;332,333,10,11,3,0,0,0
340;-245.333984375,-533.333984375,0;1408;1792;35;334,335,10,11,3,0,0,0
341;0,0,0;0;0;329;336,337,10,11,3,0,0,0
342;-1866.671875,7095.13671875,0;533.3333129882812;800;329;338,339,10,11,3,0,0,0
343;-11953.056640625,-1896.3125,-44.6944465637207;1641.02783203125;2417.77783203125;329;340,341,10,11,3,0,0,0
344;3132.0830078125,106.52734375,0;722.0555419921875;1104.9444580078125;209;342,343,10,11,3,0,0,0
345;1768.4423828125,1086.63671875,0;533.3333129882812;765.8055419921875;209;344,345,10,11,3,0,0,0
346;0,0,0;0;0;13;5534,5534,5534,11,3,0,0,0
347;-10688,10.666015625,0;512;576;13;348,349,10,11,3,0,0,0
348;-10304,-2821.333984375,0;480;560;13;350,349,10,11,3,0,0,0
349;-5333.333984375,-3386.669921875,0;720;800;13;351,349,10,11,3,0,0,0
350;-10053.333984375,1333.3330078125,0;453.3333435058594;546.6666870117188;13;352,349,10,11,3,0,0,0
351;-10464,-1930.671875,160;298.6666564941406;362.6666564941406;13;353,349,10,11,3,0,0,0
352;-11594.671875,-2997.333984375,0;480;608;13;354,349,10,11,3,0,0,0
353;1386.666015625,-1546.671875,21.33333396911621;437.3333435058594;490.6666564941406;13;355,349,10,11,3,0,0,0
354;-7370.671875,-1066.671875,0;1024;1120;13;356,349,10,11,3,0,0,0
355;-10666.669921875,1189.3330078125,0;512;608;13;357,349,10,11,3,0,0,0
356;-13333.333984375,0,0;1770.6666259765625;2005.3333740234375;13;358,349,10,11,3,0,0,0
357;-10666.671875,-1066.671875,0;490.6666564941406;597.3333129882812;13;359,349,10,11,3,0,0,0
358;-10666.669921875,-533.333984375,0;512;618.6666870117188;13;359,349,10,11,3,0,0,0
359;-5600,-1733.333984375,528;528;688;13;360,349,10,11,3,0,0,0
360;-6933.333984375,-2666.669921875,256;586.6666870117188;682.6666870117188;13;361,349,10,11,3,0,0,0
361;-3818.669921875,-1920,0;640;1706.6666259765625;13;362,349,10,11,3,0,0,0
362;-2133.333984375,-2666.669921875,0;554.6666870117188;640;13;363,349,10,11,3,0,0,0
363;-533.333984375,-533.333984375,-2382.6015625;490.6666564941406;533.3333129882812;13;364,349,10,11,3,0,0,0
364;-234.671875,1237.3330078125,96;405.3333435058594;512;13;365,349,10,11,3,0,0,0
365;0,0,0;0;0;309;366,367,10,11,3,0,0,0
366;-1866.671875,7095.13671875,0;533.3333129882812;800;309;368,369,10,11,3,0,0,0
367;-11953.056640625,-1896.3125,-44.6944465637207;1641.02783203125;2417.77783203125;309;370,371,10,11,3,0,0,0
368;-11545.583984375,-1291.9453125,51.30555725097656;126.27777862548828;155.1666717529297;309;372,371,10,11,3,0,0,0
369;-11792.75,-1653.1953125,13.30555534362793;101.52777862548828;138.2777862548828;309;373,371,10,11,3,0,0,0
370;-11771.056640625,-1513.111328125,37.30555725097656;38.83333206176758;72.6388931274414;309;373,371,10,11,3,0,0,0
371;-11892.142578125,-1877.671875,65.91666412353516;51.75;65.69444274902344;309;374,375,10,11,3,0,0,0
372;-11953.833984375,-1865.671875,53.91666793823242;36.83333206176758;52.6944465637207;309;374,376,10,11,3,0,0,0
374;0,0,0;0;0;530;379,380,503,380,3,0,0,0
377;-213,3958.5205078125,28.99505043029785;1175.1168212890625;1284.191650390625;530;384,385,384,11,3,0,0,0
378;7851.841796875,-7541.921875,139.9985809326172;317.0357971191406;438.06005859375;530;399,383,399,383,3,0,0,0
379;0,0,0;0;0;532;386,387,10,11,3,0,0,0
415;0,0,0;479.6041564941406;837.261962890625;531;394,392,394,392,3,0,0,0
439;8125.6923828125,-6178.015625,27.404375076293945;129.1148223876953;267.3144836425781;530;399,383,399,383,3,0,0,0
443;6098.9267578125,-6401.970703125,37.36598205566406;1888.6629638671875;2028.718994140625;530;399,383,399,383,3,0,0,0
450;6336.8486328125,-6281.84375,73.9980239868164;424.0648498535156;517.729736328125;530;433,9,407,11,3,0,0,0
451;-3365.375,4944.58984375,-104.25322723388672;593.3468017578125;767.8756713867188;530;500,9,500,11,3,0,0,0
454;-4072.236083984375,-12322.5595703125,847.31689453125;415.1723937988281;599.0621948242188;530;6027,6029,502,6030,3,0,0,0
455;2733.46484375,6418.3955078125,85.21146392822266;17.343019485473633;24.32975959777832;530;438,9,438,11,3,0,0,0
458;-1829,5247.80859375,-46.058292388916016;196.7734375;255.58258056640625;530;435,441,435,441,3,0,0,0
460;197.134765625,6433.8173828125,22.862850189208984;61.9810676574707;91.6240005493164;530;432,506,432,506,3,0,0,0
465;8242.4033203125,-6396.609375,78.35281372070312;111.87255859375;219.2881317138672;530;399,383,399,383,3,0,0,0
466;7785.3876953125,-6849.927734375,69.99041748046875;233.14602661132812;410.51171875;530;399,383,399,383,3,0,0,0
467;9689.498046875,-6714.1328125,1.0266880989074707;286.7342834472656;369.6256103515625;530;442,380,442,380,3,0,0,0
468;164.03125,3512.771484375,59.95895767211914;136.1698455810547;185.1957244873047;530;446,518,446,518,3,0,0,0
469;411.703125,3447.1611328125,62.62771224975586;151.989013671875;220.0922393798828;530;446,518,446,518,3,0,0,0
470;9498.12109375,-6865.580078125,16.220510482788086;177.7783203125;248.51953125;530;442,380,442,380,3,0,0,0
471;9963.33984375,-6862.66015625,16.10776710510254;140.5472869873047;192.95700073242188;530;442,380,442,380,3,0,0,0
472;6859.10546875,-9106.78125,165.76805114746094;437.3611145019531;701.1444091796875;530;448,383,448,383,3,0,0,0
474;6339.60546875,-6524.056640625,97.48174285888672;183.63034057617188;183.63034057617188;530;433,9,407,11,3,0,0,0
493;0,0,0;45.26771545410156;95.8054428100586;543;384,385,384,11,3,0,0,0
496;-1798.7430419921875,-11457.2587890625,462.0499572753906;146.65560913085938;204.1064453125;530;6031,6032,6031,6032,3,0,0,0
500;3519.0830078125,6896.2548828125,142.118896484375;449.41357421875;571.5195922851562;530;504,9,504,11,3,0,0,0
502;3672.1298828125,2297.63671875,15.47884464263916;104.13450622558594;131.77174377441406;530;508,553,508,553,3,0,0,0
503;1884.44921875,6018.38671875,139.8338623046875;225.73829650878906;290.1593933105469;530;504,9,504,11,3,0,0,0
504;-2917.484375,6419.66796875,82.3426284790039;100.73702239990234;166.8175811767578;530;510,491,510,491,3,0,0,0
505;7899.0517578125,-5849.75,-3.4879631996154785;287.0097351074219;364.87353515625;530;399,383,399,383,3,0,0,0
506;3220.8798828125,5417.9580078125,137.61500549316406;204.3178253173828;264.9524230957031;530;504,441,504,441,3,0,0,0
507;2952.5498046875,5534.9580078125,146.22335815429688;204.3178253173828;264.9524230957031;530;504,441,504,441,3,0,0,0
509;2311.82421875,6024.51171875,147.55970764160156;228.3484649658203;317.8189697265625;530;504,9,504,11,3,0,0,0
510;1948.197265625,6868.0361328125,161.57730102539062;202.59310913085938;339.2350769042969;530;525,225,525,225,3,0,0,0
515;0,0,0;28948.283203125;28948.283203125;553;521,9,521,11,3,0,0,0
519;-3823.806640625,992.24609375,93.51722717285156;32.8386116027832;32.8386116027832;530;513,526,513,526,3,0,0,0
526;-62.720703125,8692.5751953125,18.46466636657715;158.5887451171875;249.7129669189453;530;516,506,516,506,3,0,0,0
527;-54.3828125,8842.9111328125,20.878036499023438;158.5887451171875;256.8414611816406;530;516,506,516,506,3,0,0,0
539;-1079.984375,7004.98046875,-8.919703483581543;227.64401245117188;309.1459045410156;530;396,491,396,491,3,0,0,0
540;-1819.255859375,9260.419921875,70.37464141845703;152.3654327392578;208.6750030517578;530;555,519,555,519,3,0,0,0
541;-1279.71875,9005.875,-11.829665184020996;130.61602783203125;220.2323760986328;530;555,519,555,519,3,0,0,0
542;-1107.125,9115.9453125,72.90301513671875;82.4692153930664;104.15995025634766;530;555,519,555,519,3,0,0,0
543;0,0,0;109.71174621582031;441.66632080078125;550;521,9,521,11,3,0,0,0
544;0,0,0;103.55294799804688;495.01251220703125;554;521,9,521,11,3,0,0,0
545;0,0,0;95.94062805175781;517.7518310546875;552;521,9,521,11,3,0,0,0
547;-3388.314453125,-9867.953125,-515.5637817382812;37.4322395324707;328.22314453125;530;522,9,10,11,3,0,0,0
548;-4224.6015625,-9868.095703125,-509.3199768066406;420.3807678222656;570.3845825195312;530;525,9,10,11,3,0,0,0
582;1692.35546875,6865.37109375,140.47808837890625;146.47708129882812;200.89207458496094;530;525,225,525,225,3,0,0,0
584;-1090.22265625,4142.5361328125,94.06159210205078;152.80917358398438;200.44200134277344;530;527,441,527,11,3,0,0,0
591;0,0,0;5.191247940063477;722.5514526367188;566;532,9,532,11,3,0,0,0
592;0,0,0;20.67740249633789;263.4612731933594;564;604,306,604,306,3,0,0,0
596;-1261.03125,4044.40234375,96.0916748046875;93.76206970214844;109.81851959228516;530;527,441,527,11,3,0,0,0
602;-3892.25,4327.65234375,5.076560020446777;64.01018524169922;84.9043960571289;530;565,441,564,441,3,0,0,0
604;-2406.615234375,3262.30859375,3.102355480194092;13.915738105773926;54.013423919677734;530;511,441,511,441,3,0,0,0
605;-2345.625,3233.0205078125,-3.3755996227264404;36.351036071777344;54.013423919677734;530;511,441,511,441,3,0,0,0
606;-2292.66015625,3246.65234375,-0.8991455435752869;13.915738105773926;54.013423919677734;530;511,441,511,441,3,0,0,0
609;-2397.67578125,3201.27734375,1.70870041847229;13.915738105773926;54.013423919677734;530;511,441,511,441,3,0,0,0
610;-2348.921875,3286.2314453125,-0.6392654180526733;13.915738105773926;54.013423919677734;530;511,441,511,441,3,0,0,0
611;0,0,0;11.360696792602539;11.360696792602539;568;448,345,448,345,3,0,0,0
612;0,0,0;9.801494598388672;10;542;384,9,384,11,3,0,0,0
623;-4343.671875,4931.63671875,-63.61288833618164;503.4943542480469;639.9224243164062;530;500,441,500,441,3,0,0,0
625;-3249.875,4309.94921875,-20.67506217956543;205.26829528808594;305.0735168457031;530;500,9,500,11,3,0,0,0
627;-2895.095703125,5583.0810546875,0.2913011610507965;254.10655212402344;339.9606018066406;530;500,9,500,11,3,0,0,0
628;-2773.86328125,4802.79296875,3.4254908561706543;183.955078125;281.71923828125;530;500,9,500,11,3,0,0,0
629;-2921.515625,4460.58984375,-17.895423889160156;152.5094451904297;308.217529296875;530;500,9,500,11,3,0,0,0
631;404.9375,5070.9404296875,108.52008819580078;172.3362579345703;261.02655029296875;530;514,506,514,506,3,0,0,0
633;402.32421875,5397.40234375,7.5317511558532715;215.5121307373047;375.26715087890625;530;514,506,514,506,3,0,0,0
636;678.328125,5458.48046875,-10.253023147583008;201.4474639892578;307.8558044433594;530;514,506,514,506,3,0,0,0
637;875.62109375,5159.0048828125,21.07492446899414;275.4205322265625;414.87091064453125;530;514,506,514,506,3,0,0,0
638;845.6455078125,5677.76171875,24.804183959960938;130.42535400390625;278.89501953125;530;514,506,514,506,3,0,0,0
639;0,0,0;37.207218170166016;500;555;500,9,500,11,3,0,0,0
640;0,0,0;32.28095626831055;32.607017517089844;556;500,9,500,11,3,0,0,0
641;0,0,0;99.00250244140625;123.89327239990234;557;500,9,500,11,3,0,0,0
642;0,0,0;9.900248527526855;10;558;500,9,500,11,3,0,0,0
643;-1357.8203125,2967.63671875,-4.6369709968566895;89.81982421875;124.83670806884766;530;533,9,533,11,3,0,0,0
645;-1503.59375,3102.74609375,-64.29792785644531;132.25730895996094;201.130615234375;530;533,9,533,11,3,0,0,0
646;-1142.80078125,1492.837890625,16.00575828552246;124.74463653564453;164.37533569335938;530;534,9,533,11,3,0,0,0
647;-960.21875,1559.77734375,29.22500991821289;117.46047973632812;150.26417541503906;530;534,9,533,11,3,0,0,0
648;-798.578125,1576.4736328125,34.87097930908203;113.22218322753906;149.3484344482422;530;534,9,533,11,3,0,0,0
650;-1304.265625,3121.52734375,33.342010498046875;58.71954345703125;80.37138366699219;530;533,9,533,11,3,0,0,0
651;926.259765625,2219.5986328125,300.2986145019531;182.3844451904297;232.0654296875;530;446,518,446,518,3,0,0,0
652;820.2822265625,2441.6904296875,287.8095397949219;182.3844451904297;232.0654296875;530;446,9,446,11,3,0,0,0
653;403.953125,2183.6923828125,119.00626373291016;81.42652130126953;127.91632843017578;530;558,518,558,518,3,0,0,0
654;400.029296875,2495.5048828125,148.389892578125;62.03097915649414;98.3441162109375;530;558,518,558,518,3,0,0,0
655;531.609375,2758.7529296875,205.1896514892578;67.95082092285156;103.40727233886719;530;558,518,558,518,3,0,0,0
657;1536.4267578125,7263.76171875,363.7184753417969;275.2361145019531;334.2854919433594;530;554,9,554,11,3,0,0,0
658;4014.9736328125,5375.4404296875,264.0496520996094;235.71142578125;299.92510986328125;530;525,9,525,11,3,0,0,0
659;2168.8173828125,5450.2392578125,149.0894775390625;141.43222045898438;179.3932647705078;530;554,9,554,11,3,0,0,0
660;1895.44921875,5378.55859375,131.8690643310547;141.43222045898438;179.3932647705078;530;554,9,554,11,3,0,0,0
