ID;OverrideCelestialSphere;OverrideSunPosition;HighlightSky;LightSkyboxID;CloudTypeID;Glow;WaterShallowAlpha;WaterDeepAlpha;OceanShallowAlpha;OceanDeepAlpha;Flags;SsaoSettingsID;SunPolar;SunAzimuth;SunAttenuationStart;SunAttenuationEnd;Field_12_0_0_63534_016;Field_12_0_0_63534_017;Field_12_0_0_63534_018;Field_12_0_0_63534_019;Field_12_0_0_63534_020;Field_12_0_0_63534_021;Field_12_0_0_63534_022;Field_12_0_0_63534_023;Field_12_0_0_63534_024;Field_12_0_0_63534_025;Field_12_0_0_63534_026;Field_12_0_0_63534_027;Field_12_0_0_63534_028;Field_12_0_0_63534_029;Field_12_0_1_65617_030;Field_12_0_1_65617_031
18;0,0,0;0,0,0;0;0;0;0.5;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
19;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
23;0,0,0;0,0,0;0;0;0;0.8999999761581421;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
26;0,0,0;0,0,0;0;0;0;0.5;0.4000000059604645;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
28;0,0,0;0,0,0;0;0;0;0.30000001192092896;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
29;0,0,0;0,0,0;0;0;0;0.5;0.4000000059604645;0.800000011920929;0.699999988079071;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
30;0,0,0;0,0,0;0;0;0;0.4000000059604645;0.3499999940395355;0.6499999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
34;0,0,0;0,0,0;1;0;0;0;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
38;0,0,0;0,0,0;0;0;0;0.20000000298023224;0.3499999940395355;0.75;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
41;0,0,0;0,0,0;1;0;0;0.6000000238418579;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
46;0,0,0;0,0,0;0;0;0;0.30000001192092896;0.5;0.800000011920929;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
54;0,0,0;0,0,0;0;0;0;0.8500000238418579;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
62;0,0,0;0,0,0;1;0;0;0.30000001192092896;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
65;0,0,0;0,0,0;0;0;0;0.30000001192092896;0.5;1;0.75;1;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
67;0,0,0;0,0,0;1;0;0;0.8500000238418579;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
74;0,0,0;0,0,0;0;0;0;0.4000000059604645;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
76;0,0,0;0,0,0;0;0;0;0.699999988079071;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
79;0,0,0;0,0,0;1;0;0;0.20000000298023224;0.8500000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
95;0,0,0;0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
102;0,0,0;0,0,0;1;0;0;0.800000011920929;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
106;0,0,0;0,0,0;0;0;0;0.75;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
120;0,0,0;0,0,0;1;0;0;0.75;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
124;0,0,0;0,0,0;1;0;0;0.20000000298023224;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
173;0,0,0;0,0,0;1;0;0;0.30000001192092896;0.8500000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
175;0,0,0;0,0,0;0;0;0;0.75;0.5;1;0.800000011920929;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
185;0,0,0;0,0,0;1;0;0;1;0.5;1;0.75;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
196;0,0,0;0,0,0;1;0;0;0.10000000149011612;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
212;0,0,0;0,0,0;0;0;0;0;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
220;0,0,0;0,0,0;0;0;0;0.75;0.5;0.6000000238418579;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
224;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
226;0,0,0;0,0,0;0;0;0;0.5;0.30000001192092896;0.6000000238418579;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
231;0,0,0;0,0,0;1;0;0;0.8500000238418579;0.6000000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
232;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.5;0.699999988079071;0.75;1;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
233;0,0,0;0,0,0;1;0;0;1;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
239;0,0,0;0,0,0;1;0;0;0.20000000298023224;1;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
249;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.4000000059604645;0.699999988079071;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
260;0,0,0;0,0,0;0;0;0;0.800000011920929;1;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
272;0,0,0;0,0,0;0;0;0;0.20000000298023224;0.30000001192092896;0.6000000238418579;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
291;0,0,0;0,0,0;0;0;0;0.6000000238418579;0.5;1;0.75;1;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
307;0,0,0;0,0,0;0;0;0;0.5;0.5;1;0.75;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
313;0,0,0;0,0,0;1;0;0;0.6499999761581421;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
370;0,0,0;0,0,0;1;0;0;0.6499999761581421;0.8500000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
379;0,0,0;0,0,0;1;0;0;0.25;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
381;0,0,0;0,0,0;1;0;0;0.25;0.5;1;0.75;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
384;0,0,0;0,0,0;0;7;0;0.4000000059604645;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
396;0,0,0;0,0,0;1;12;0;0;0.44999998807907104;1;0.75;0.5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
399;0,0,0;0,0,0;0;0;0;0.5;0.5;1;0.5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
402;0,0,0;0,0,0;0;1;0;0.75;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
404;0,0,0;0,0,0;1;5;0;0.5;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
410;0,0,0;0,0,0;0;0;0;0.800000011920929;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
420;0,0,0;0,0,0;0;0;0;0.20000000298023224;0.5;1;0.75;1;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
424;0,0,0;0,0,0;0;0;0;0;0.5;1;0.75;1;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
427;0,0,0;0,0,0;0;0;0;0;0.4000000059604645;0.699999988079071;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
436;0,0,0;0,0,0;1;0;0;0.5;0.4000000059604645;1;0.6499999761581421;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
438;0,0,0;0,0,0;0;11;0;0.20000000298023224;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
446;0,0,0;0,0,0;0;14;0;1;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
460;0,0,0;0,0,0;0;0;0;0.25;0.5;1;0.699999988079071;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
464;0,0,0;0,0,0;0;0;0;0.8500000238418579;0.5;1;0.5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
466;0,0,0;0,0,0;0;0;0;0.25;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
489;0,0,0;0,0,0;1;0;0;0.5;0.5;1;0.6499999761581421;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
491;0,0,0;0,0,0;1;0;0;0.25;0.5;1;0.75;0.5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
496;0,0,0;0,0,0;0;0;0;0.8500000238418579;0.5;1;0.5;1;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
500;0,0,0;0,0,0;1;8;0;0.5;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
501;0,0,0;0,0,0;1;0;0;0.25;0.44999998807907104;1;0.75;0.5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
502;0,0,0;0,0,0;0;0;0;0.25;0.5;0.800000011920929;0.75;1;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
504;0,0,0;0,0,0;1;14;0;0.20000000298023224;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
506;0,0,0;0,0,0;0;0;0;0.75;0.3499999940395355;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
508;0,0,0;0,0,0;0;10;0;0.4000000059604645;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
510;0,0,0;0,0,0;1;15;0;0.25;0.44999998807907104;1;0.75;0.5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
513;0,0,0;0,0,0;0;9;0;0.30000001192092896;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
525;0,0,0;0,0,0;0;15;0;1;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
530;0,0,0;0,0,0;0;6;0;0.6000000238418579;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
531;0,0,0;0,0,0;0;8;0;0.5;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
538;0,0,0;0,0,0;0;15;0;0.5;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
546;0,0,0;0,0,0;1;9;0;0.25;0.44999998807907104;1;0.75;0.5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
550;0,0,0;0,0,0;0;9;0;0.5;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
555;0,0,0;0,0,0;1;14;0;0.25;0.44999998807907104;1;0.75;0.5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
556;0,0,0;0,0,0;0;0;0;0.25;0.5;1;0.44999998807907104;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
558;0,0,0;0,0,0;0;7;0;1;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
560;0,0,0;0,0,0;0;15;0;0.800000011920929;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
567;0,0,0;0,0,0;0;1;0;0.30000001192092896;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
568;0,0,0;0,0,0;0;11;0;0.5;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
569;0,0,0;0,0,0;1;0;0;0;0.5;0.800000011920929;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
576;0,0,0;0,0,0;1;57;0;0.10000000149011612;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
578;0,0,0;0,0,0;0;0;0;0.5;0.8500000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
586;0,0,0;0,0,0;1;0;0;0.15000000596046448;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
588;0,0,0;0,0,0;1;52;0;0.10000000149011612;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
589;0,0,0;0,0,0;1;66;0;0;0.4000000059604645;0.800000011920929;0.6000000238418579;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
603;0,0,0;0,0,0;1;71;0;0.10000000149011612;0.4000000059604645;0.800000011920929;0.6000000238418579;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
604;0,0,0;0,0,0;0;18;0;0.30000001192092896;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
614;0,0,0;0,0,0;1;0;0;0.30000001192092896;0.6499999761581421;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
616;0,0,0;0,0,0;0;88;0;0.10000000149011612;0.5;0.800000011920929;0.699999988079071;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
617;0,0,0;0,0,0;1;63;0;0.10000000149011612;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
618;0,0,0;0,0,0;1;0;0;0.10000000149011612;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
646;0,0,0;0,0,0;1;72;0;0.8999999761581421;0.6000000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
648;0,0,0;0,0,0;0;0;0;0.10000000149011612;0.5;0.800000011920929;0.699999988079071;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
649;0,0,0;0,0,0;1;0;0;0.10000000149011612;0.6499999761581421;1;0.75;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
650;0,0,0;0,0,0;0;76;0;0.5;0.5;1;0.75;1;156;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
653;0,0,0;0,0,0;1;69;0;0.8999999761581421;0.699999988079071;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
659;0,0,0;0,0,0;1;0;0;0;0.6499999761581421;1;0.75;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
660;0,0,0;0,0,0;0;23;0;0.10000000149011612;0.6499999761581421;1;0.75;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
661;0,0,0;0,0,0;1;75;0;0;0.4000000059604645;0.800000011920929;0.5;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
662;0,0,0;0,0,0;1;0;0;0.10000000149011612;0.6000000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
664;0,0,0;0,0,0;1;67;0;0.30000001192092896;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
665;0,0,0;0,0,0;1;73;0;0.699999988079071;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
666;0,0,0;0,0,0;1;65;0;0.10000000149011612;0.6000000238418579;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
669;0,0,0;0,0,0;1;70;0;0.30000001192092896;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
671;0,0,0;0,0,0;0;74;0;0.6000000238418579;0.5;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
672;0,0,0;0,0,0;0;64;0;0.10000000149011612;0.4000000059604645;0.800000011920929;0.6000000238418579;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
674;0,0,0;0,0,0;1;0;0;0.30000001192092896;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
678;0,0,0;0,0,0;1;0;0;0.10000000149011612;0.6000000238418579;1;0.800000011920929;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
682;0,0,0;0,0,0;1;60;0;0.10000000149011612;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
683;0,0,0;0,0,0;1;113;0;0.30000001192092896;0.5;0.800000011920929;0.75;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
700;0,0,0;0,0,0;1;37;0;0.30000001192092896;0.6499999761581421;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
703;0,0,0;0,0,0;1;21;0;0.20000000298023224;0.4000000059604645;0.800000011920929;0.75;0.8999999761581421;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
704;0,0,0;0,0,0;1;8;0;0.20000000298023224;0;1;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
705;0,0,0;0,0,0;1;0;0;0.5;0.5;0.8999999761581421;0.75;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0.3499999940395355;1;0.699999988079071
